TRACE (ray tracing) @ frequency of    1700.00     Hz
Reg Path(Re)  TimeG(s) %dTimeG/T %dPath/WL    WL(km)    R(Re) Alt(km)    Lat^o   Long^o     L(Re)         F/Fge           F/FgH         n(cm-3)       %H+  %He+   %O+ LHR/kHz   RefrInd VeK^o AzK^o ThK^o ThG^o PhK^o Gen^o Res^o
 0  1.07     0.336      91.1      218.      5.54      5.20507  26791.  10.0136  -2.1864   5.367             0.30797       565.43237            9.12 100.0   0.0   0.0   0.126  31.8      51.5  13.6  67.0 -12.8 360.0  52.0  72.1
 0  1.09     0.341      92.4      224.      5.49      5.19223  26709.  10.1662  -2.2239   5.359             0.30517       560.28687            9.14 100.0   0.0   0.0   0.127  32.1      51.4  13.6  67.3 -12.8 360.0  52.4  72.2
 0  1.11     0.347      93.7      231.      5.44      5.17909  26625.  10.3213  -2.2621   5.351             0.30232       555.06311            9.16 100.0   0.0   0.0   0.129  32.4      51.4  13.6  67.6 -12.8 360.0  52.8  72.4
 0  1.13     0.353      95.0      237.      5.39      5.16565  26539.  10.4791  -2.3009   5.342             0.29943       549.75812            9.18 100.0   0.0   0.0   0.130  32.7      51.4  13.6  67.9 -12.7 360.0  53.2  72.6
 0  1.15     0.358      96.4      244.      5.33      5.15190  26452.  10.6398  -2.3405   5.334             0.29650       544.37061            9.20 100.0   0.0   0.0   0.131  33.1      51.3  13.6  68.2 -12.7 360.0  53.6  72.8
 0  1.17     0.363      78.1      200.      5.29      5.14067  26380.  10.7704  -2.3727   5.327             0.29412       540.00037            9.22 100.0   0.0   0.0   0.132  33.3      51.3  13.6  68.5 -12.6 360.0  54.0  72.9
 0  1.18     0.367      79.0      205.      5.25      5.12923  26307.  10.9030  -2.4055   5.320             0.29171       535.57477            9.23 100.0   0.0   0.0   0.133  33.6      51.3  13.6  68.7 -12.6 360.0  54.3  73.0
 0  1.20     0.372      80.0      210.      5.20      5.11756  26233.  11.0375  -2.4387   5.312             0.28927       531.09326            9.25 100.0   0.0   0.0   0.134  33.9      51.3  13.6  68.9 -12.5 360.0  54.7  73.2
 0  1.22     0.377      81.0      215.      5.16      5.10567  26157.  11.1741  -2.4725   5.305             0.28679       526.55377            9.27 100.0   0.0   0.0   0.135  34.2      51.3  13.6  69.2 -12.5 360.0  55.0  73.3
 0  1.23     0.382      82.0      220.      5.12      5.09355  26080.  11.3130  -2.5069   5.297             0.28429       521.95642            9.29 100.0   0.0   0.0   0.136  34.5      51.3  13.7  69.4 -12.4 360.0  55.3  73.5
 0  1.25     0.386      83.1      226.      5.07      5.08118  26001.  11.4540  -2.5418   5.290             0.28175       517.29773            9.31 100.0   0.0   0.0   0.138  34.8      51.3  13.7  69.7 -12.4 360.0  55.7  73.6
 0  1.27     0.391      84.2      232.      5.03      5.06856  25921.  11.5973  -2.5774   5.282             0.27918       512.57867            9.33 100.0   0.0   0.0   0.139  35.1      51.2  13.7  69.9 -12.3 360.0  56.1  73.8
 0  1.29     0.396      85.3      238.      4.98      5.05569  25839.  11.7430  -2.6136   5.274             0.27658       507.79727            9.35 100.0   0.0   0.0   0.140  35.4      51.2  13.7  70.2 -12.2 360.0  56.4  73.9
 0  1.31     0.401      86.5      244.      4.94      5.04254  25755.  11.8911  -2.6504   5.266             0.27394       502.95197            9.38 100.0   0.0   0.0   0.141  35.7      51.2  13.7  70.4 -12.2 360.0  56.8  74.1
 0  1.33     0.407      87.7      251.      4.89      5.02913  25670.  12.0418  -2.6879   5.258             0.27126       498.04135            9.40 100.0   0.0   0.0   0.143  36.0      51.2  13.7  70.6 -12.1 360.0  57.1  74.3
 0  1.35     0.412      88.9      258.      4.85      5.01542  25582.  12.1952  -2.7262   5.250             0.26855       493.06390            9.42 100.0   0.0   0.0   0.144  36.4      51.2  13.7  70.9 -12.0 360.0  57.5  74.4
 0  1.37     0.417      90.2      265.      4.80      5.00142  25493.  12.3513  -2.7651   5.241             0.26580       488.01733            9.45 100.0   0.0   0.0   0.145  36.7      51.2  13.7  71.1 -11.9   0.0  57.9  74.6
 0  1.39     0.422      91.5      273.      4.75      4.98710  25402.  12.5104  -2.8048   5.233             0.26302       482.90097            9.47 100.0   0.0   0.0   0.147  37.1      51.3  13.7  71.4 -11.9 360.0  58.3  74.8
 0  1.41     0.428      92.9      281.      4.71      4.97247  25309.  12.6723  -2.8454   5.224             0.26019       477.71265            9.50 100.0   0.0   0.0   0.148  37.5      51.3  13.7  71.6 -11.8 360.0  58.6  74.9
 0  1.43     0.432      75.3      231.      4.67      4.95992  25229.  12.8107  -2.8800   5.216             0.25779       473.29785            9.52 100.0   0.0   0.0   0.150  37.8      51.3  13.7  71.9 -11.7 360.0  59.0  75.1
 0  1.44     0.437      76.2      236.      4.63      4.94775  25151.  12.9447  -2.9136   5.209             0.25547       469.04413            9.54 100.0   0.0   0.0   0.151  38.1      51.3  13.7  72.1 -11.6 360.0  59.3  75.2
 0  1.46     0.441      77.2      242.      4.59      4.93535  25072.  13.0808  -2.9478   5.202             0.25313       464.74097            9.56 100.0   0.0   0.0   0.152  38.4      51.3  13.7  72.3 -11.6 360.0  59.6  75.3
 0  1.48     0.446      78.2      248.      4.55      4.92271  24992.  13.2191  -2.9826   5.194             0.25076       460.38702            9.59 100.0   0.0   0.0   0.154  38.7      51.3  13.8  72.5 -11.5 360.0  59.9  75.5
 0  1.49     0.451      79.2      254.      4.52      4.90983  24910.  13.3597  -3.0179   5.187             0.24836       455.98233            9.61 100.0   0.0   0.0   0.155  39.1      51.3  13.8  72.7 -11.4 360.0  60.2  75.6
